Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Wymiar 4;Wymiar 5;Jednostka miary;"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"placówka";"";"";"";"";"ob.";2;2;2;3;3;3;3;3;3;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"miejsca całodobowe";"";"";"";"";"msc.";38;38;38;52;52;38;43;42;42;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"wychowankowie ogółem";"";"";"";"";"osoba";31;27;20;27;32;27;36;41;45;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"wychowankowie, dziewczęta";"";"";"";"";"osoba";11;9;5;7;16;13;17;16;21;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"wychowankowie, chłopcy";"";"";"";"";"osoba";20;18;15;20;16;14;19;25;24;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"wychowankowie w roku sprawozdawczym";"";"";"";"";"osoba";108;94;95;140;93;101;189;204;187;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"wolontariusze w roku sprawozdawczym";"";"";"";"";"osoba";4;3;8;2;0;1;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"wychowankowie poniżej 10 roku życia";"";"";"";"";"osoba";;;;;;;;;8;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki interwencyjne (Wymiary: Wykaz)";"wychowankowie niepełnosprawni prawnie";"";"";"";"";"osoba";;;;;;;;;4;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki łączące zadania (Wymiary: Wykaz)";"placówki ogółem";"";"";"";"";"ob.";1;1;1;0;0;0;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki łączące zadania (Wymiary: Wykaz)";"miejsca ogółem";"";"";"";"";"msc.";42;38;45;0;0;0;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki łączące zadania (Wymiary: Wykaz)";"wychowankowie ogółem";"";"";"";"";"osoba";37;36;38;0;0;0;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki łączące zadania (Wymiary: Wykaz)";"wychowankowie, dziewczęta";"";"";"";"";"osoba";18;15;21;0;0;0;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki łączące zadania (Wymiary: Wykaz)";"wychowankowie, chłopcy";"";"";"";"";"osoba";19;21;17;0;0;0;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki łączące zadania (Wymiary: Wykaz)";"wychowankowie w roku sprawozdawczym";"";"";"";"";"osoba";69;82;64;0;0;0;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"placówki ogółem";"";"";"";"-";6;5;5;6;5;5;5;4;4;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"miejsca ogółem";"";"";"";"msc.";42;35;36;43;36;36;38;32;32;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"wychowankowie ogółem";"";"";"";"osoba";41;29;29;42;32;33;37;33;30;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"wychowankowie, dziewczęta";"";"";"";"osoba";20;15;14;12;10;9;11;15;16;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"wychowankowie, chłopcy";"";"";"";"osoba";21;14;15;30;22;24;26;18;14;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"wychowankowie w roku sprawozdawczym";"";"";"";"osoba";47;37;38;50;42;39;44;53;48;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"wolontariusze w roku sprawozdawczym";"";"";"";"osoba";7;6;7;11;4;7;6;2;4;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"wychowankowie poniżej 10 roku życia";"";"";"";"osoba";;;;;;;;;14;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki rodzinne (Wymiary: Rodzaje placówek; Wykaz)";"placówki rodzinne";"wychowankowie niepełnosprawni prawnie";"";"";"";"osoba";;;;;;;;;4;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"placówki ogółem";"";"";"";"ob.";19;19;20;18;19;16;14;12;12;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"miejsca ogółem";"";"";"";"msc.";236;214;224;206;202;172;148;125;124;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"wychowankowie ogółem";"";"";"";"osoba";191;197;190;196;189;150;139;123;125;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"wychowankowie, dziewczęta";"";"";"";"osoba";85;94;96;85;77;73;69;60;53;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"wychowankowie, chłopcy";"";"";"";"osoba";106;103;94;111;112;77;70;63;72;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"wychowankowie w roku sprawozdawczym";"";"";"";"osoba";274;260;266;271;270;203;188;173;165;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"wolontariusze w roku sprawozdawczym";"";"";"";"osoba";77;73;62;64;41;47;47;35;46;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"wychowankowie poniżej 10 roku życia";"";"";"";"osoba";;;;;;;;;12;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki socjalizacyjne (Wymiary: Rodzaje placówek; Wykaz)";"placówki socjalizacyjne";"wychowankowie niepełnosprawni prawnie";"";"";"";"osoba";;;;;;;;;12;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"placówki ogółem";"";"";"";"";"ob.";8;8;8;9;7;11;12;13;13;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"miejsca ogółem";"";"";"";"";"msc.";89;89;89;99;77;123;133;147;147;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"wychowankowie ogółem";"";"";"";"";"osoba";86;84;86;92;76;103;129;155;146;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"wychowankowie, dziewczęta";"";"";"";"";"osoba";47;46;39;53;36;46;64;84;77;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"wychowankowie, chłopcy";"";"";"";"";"osoba";39;38;47;39;40;57;65;71;69;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"wychowankowie w roku sprawozdawczym";"";"";"";"";"osoba";160;117;123;159;129;189;226;239;243;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"wolontariusze w roku sprawozdawczym";"";"";"";"";"osoba";50;44;46;44;18;22;30;42;48;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"wychowankowie poniżej 10 roku życia";"";"";"";"";"osoba";;;;;;;;;18;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"INSTYTUCJONALNA PIECZA ZASTĘPCZA";"Placówki specjalistyczno-terapeutyczne (Wymiary: Wykaz)";"wychowankowie niepełnosprawni prawnie";"";"";"";"";"osoba";;;;;;;;;20;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";"dzieci w wieku do 3 lat ogółem";"ogółem";"";"";"";"osoba";24703;26273;27737;28519;25024;24915;24609;24008;22689;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";"dzieci w wieku do 3 lat ogółem";"w miastach";"";"";"";"osoba";24703;26273;27737;28519;25024;24915;24609;24008;22689;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";"dzieci objęte opieką w żłobkach";"ogółem";"";"";"";"osoba";5263;6130;7259;7792;7525;8267;8909;9232;8978;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";"dzieci objęte opieką w żłobkach";"w miastach";"";"";"";"osoba";5263;6130;7259;7792;7525;8267;8909;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";"odsetek dzieci objętych opieką w żłobkach";"ogółem";"";"";"";"%";21,3;23,3;26,2;27,3;30,1;33,2;36,2;38,5;39,6;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";"odsetek dzieci objętych opieką w żłobkach";"w miastach";"";"";"";"%";21,3;23,3;26,2;27,3;30,1;33,2;36,2;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Dzieci objęte opieką w żłobkach i w wieku żłobkowym (Wymiary: Dzieci; Terytorium)";"odsetek dzieci objętych opieką w żłobkach";"na wsi";"";"";"";"%";0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"żłobki";"";"";"";"";"ob.";138;163;203;228;244;257;259;275;281;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"kluby dziecięce";"";"";"";"";"ob.";16;19;18;21;20;20;18;17;19;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"miejsca ogółem (łącznie z oddziałami i klubami dziecięcymi)";"";"";"";"";"msc.";5683;6754;8539;9324;10183;10679;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"miejsca ogółem (łącznie z klubami dziecięcymi)";"";"";"";"";"msc.";;;;;;;10728;11467;11639;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"miejsca w żłobkach";"";"";"";"";"msc.";5430;6363;8229;8998;9856;10343;10420;11177;11316;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"miejsca w klubach dziecięcych";"";"";"";"";"msc.";253;391;310;326;327;336;308;290;323;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci przebywające w ciągu roku ogółem (łącznie z oddziałami i klubami dziecięcymi)";"";"";"";"";"osoba";7988;9558;11575;12477;12878;13169;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci przebywające w ciągu roku ogółem (łącznie z klubami dziecięcymi)";"";"";"";"";"osoba";;;;;;;14530;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci przebywające w ciągu roku w żłobkach";"";"";"";"";"osoba";7622;9124;11114;11993;12386;12678;14020;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci przebywające w ciągu roku w klubach dziecięcych";"";"";"";"";"osoba";366;434;461;484;492;491;510;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci ogółem (łącznie z oddziałami i klubami dziecięcymi) stan w dniu 31 grudnia";"";"";"";"";"osoba";5263;6130;7259;7792;7525;8267;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci ogółem (łącznie z klubami dziecięcymi) stan w dniu 31 grudnia";"";"";"";"";"osoba";;;;;;;8909;9232;8978;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w żłobkach stan w dniu 31 grudnia";"";"";"";"";"osoba";5035;5900;7016;7503;7255;7987;8652;8967;8721;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w klubach dziecięcych stan w dniu 31 grudnia";"";"";"";"";"osoba";228;230;243;289;270;280;257;265;257;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 0 lat (łącznie z oddziałami i klubami dziecięcymi)";"";"";"";"";"osoba";222;194;256;260;218;182;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 0 lat (łącznie z klubami dziecięcymi)";"";"";"";"";"osoba";;;;;;;192;182;187;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 1 lat (łącznie z oddziałami i klubami dziecięcymi)";"";"";"";"";"osoba";2084;2450;2946;3322;3297;3459;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 1 lat (łącznie z klubami dziecięcymi)";"";"";"";"";"osoba";;;;;;;3616;3748;3567;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 2 lat (łącznie z oddziałami i klubami dziecięcymi)";"";"";"";"";"osoba";2501;2981;3390;3779;3638;4025;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 2 lat (łącznie z klubami dziecięcymi)";"";"";"";"";"osoba";;;;;;;4677;4819;4695;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 3 lat (łącznie z oddziałami i klubami dziecięcymi)";"";"";"";"";"osoba";452;503;654;417;369;582;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 3 lat (łącznie z klubami dziecięcymi)";"";"";"";"";"osoba";;;;;;;424;465;516;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 4 lat i więcej (łącznie z oddziałami i klubami dziecięcymi)";"";"";"";"";"osoba";4;2;13;14;8;19;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"dzieci w wieku 4 lat i więcej (łącznie z klubami dziecięcymi)";"";"";"";"";"osoba";;;;;;;0;18;13;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"żłobki i kluby dziecięce  dostosowane do potrzeb dzieci z niepełnosprawnością";"";"";"";"";"ob.";;;;;;;;102;112;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce (Wymiary: Wykaz)";"żłobki i kluby dziecięce w których zapewnia się opiekę nad dzieckiem w wymiarze powyżej 5 godzin";"";"";"";"";"ob.";;;;;;;;291;299;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce - wskaźniki (Wymiary: Wskaźniki)";"dzieci w żłobkach, oddziałach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"";"";"";"";"osoba";213;233;262;273;301;332;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"OPIEKA NAD DZIEĆMI W WIEKU DO LAT 3.  ŻŁOBKI";"Żłobki i kluby dziecięce - wskaźniki (Wymiary: Wskaźniki)";"dzieci w żłobkach i klubach dziecięcych na 1000 dzieci w wieku do lat 3";"";"";"";"";"osoba";;;;;;;362,0;384,5;395,7;;
