Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Wymiar 4;Wymiar 5;Jednostka miary;"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"liczba świadczeniobiorców funduszu alimentacyjnego na 10000 ludności";"";"";"";"";"osoba";;;;;;;28,72;25,41;22,60;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"liczba osób pobierających świadczenie z funduszu alimentacyjnego (średniomiesięczna)";"";"";"";"";"osoba";;;;;;;1935,42;1713,17;1522,00;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczna liczba dłużników alimentacyjnych na 100000 ludności";"";"";"";"";"osoba";;;;;;;1078,30;1081,72;1082,99;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczna liczba ogółu dłużników alimentacyjnych";"";"";"";"";"osoba";;;;;;;7266,92;7292,25;7294,25;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczna liczba dłużników alimentacyjnych wobec których podjeto działania majace na celu wzrost ściągalności należności na 100000 ludności";"";"";"";"";"osoba";;;;;;;84,86;88,18;62,74;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczna liczba dłużników alimentacyjnych wobec których nie podjeto działań majacych na celu wzrost ściągalności należności na 100000 ludności";"";"";"";"";"osoba";;;;;;;993,44;993,55;1020,25;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"udział dłużników alimentacyjnych, wobec których gmina podjęła działania, w liczbie dłużników alimentacyjnych ogółem";"";"";"";"";"%";;;;;;;8;8;6;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczna liczba dłużników alimentacyjnych wobec których podjeto działania majace na celu wzrost ściągalności należności";"";"";"";"";"osoba";;;;;;;571,92;594,42;422,58;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"udział dłużników alimentacyjnych, których gmina zobowiązała do zarejestrowania się w urzędzie pracy w liczbie dłużników ogółem";"";"";"";"";"%";;;;;;;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczna liczba dłużników, których zobowiązano do zarejestrowania się w urzędzie pracy jako bezrobotny albo poszukujący pracy";"";"";"";"";"osoba";;;;;;;1,25;3,17;3,33;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"udział dłużników, co do których wszczęto postępowanie oraz wydano decyzje dot. uchylania się od zobowiązań alimentacyjnych, w liczbie dłużników alimentacyjnych";"";"";"";"";"%";;;;;;;0;0;0;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczna liczba dłużników, co do których wszczęto postępowanie oraz wydano decyzje dot. uchylania się od zobowiązań alimentacyjnych";"";"";"";"";"osoba";;;;;;;20,67;18,92;14,92;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"udział środków zwróconych przez dłużników alimentacyjnych z tytułu wypłaconych świadczeń z funduszu alimentacyjnego, w wydatkach na to świadczenie";"";"";"";"";"%";;;;;;;3;3;3;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"suma kwot zwróconych przez dłużników alimentacyjnych w ciągu roku";"";"";"";"";"zł";;;;;;;5657887,43;5967118,66;6375505,48;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"suma kwot wydatkowanych z funduszu alimentacyjnego w ciągu roku";"";"";"";"";"zł";;;;;;;178399519;182896810;186087341;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"średniomiesięczne wydatki na świadczenia z funduszu alimentacyjnego w przeliczeniu na 1 świadczeniobiorcę";"";"";"";"";"zł";;;;;;;446,75;450,74;457,07;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"wydatki na świadczenia z funduszu alimentacyjnego (średniomiesięczne)";"";"";"";"";"zł";;;;;;;864640,77;772194,30;695661,28;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"udział wniosków składanych w formie elektronicznej, w stosunku do ogólnej liczby wniosków o pomoc z funduszu alimentacyjnego w ciągu roku";"";"";"";"";"%";;;;;;;0;12;13;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"liczba wniosków o przyznanie świadczenia z funduszu alimentacyjnego złożonych drogą elektroniczną";"";"";"";"";"szt.";;;;;;;0;143;150;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie alimentacyjne - wskaźniki (Wymiary: Wskaźniki)";"liczba wniosków o przyznanie świadczenia z funduszu alimentacyjnego ogółem";"";"";"";"";"szt.";;;;;;;1266;1203;1148;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń rodzinnych dla rodzin z dziećmi na 1000 mieszkańców w wieku do 24 roku życia";"";"";"";"";"szt.";;;;;;;76,52;63,65;50,61;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń rodzinnych dla rodzin z dziećmi";"";"";"";"";"szt.";;;;;;;10640,33;8737,75;6836,83;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu kształcenia i rehabilitacji dziecka niepełnosprawnego na 1000 mieszkańców w wieku do 24 roku życia";"";"";"";"";"szt.";;;;;;;4,57;4,13;3,83;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu kształcenia i rehabilitacji dziecka niepełnosprawnego";"";"";"";"";"szt.";;;;;;;635,00;567,50;517,17;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu opieki nad dzieckiem w okresie korzystania z urlopu wychowawczego, na 1000 mieszkańców w wieku produkcyjnym";"";"";"";"";"szt.";;;;;;;0,34;0,20;0,10;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu opieki nad dzieckiem w okresie korzystania z urlopu wychowawczego";"";"";"";"";"szt.";;;;;;;141,58;82,33;42,58;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"liczba wypłaconych dodatków z tytułu rozpoczęcia roku szkolnego na 1000* mieszkańców do 24 roku życia";"";"";"";"";"szt.";;;;;;;61,34;52,73;39,61;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"liczba wypłaconych dodatków z tytułu rozpoczęcia roku szkolnego";"";"";"";"";"szt.";;;;;;;8529;7239;5350;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu samotnego wychowania dziecka na 1000*mieszkańców do 24 roku życia";"";"";"";"";"szt.";;;;;;;4,12;3,64;3,23;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu samotnego wychowania";"";"";"";"";"szt.";;;;;;;572,92;499,58;436,00;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"liczba wypłaconych dodatków z tytułu urodzenia dziecka na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;0,51;0,34;0,32;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"liczba wypłaconych dodatków z tytułu urodzenia dziecka";"";"";"";"";"szt.";;;;;;;345;230;214;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu wychowania dziecka w rodzinie wielodzietnej na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;1,93;1,63;1,28;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba dodatków z tytułu wychowania dziecka w rodzinie wielodzietnej";"";"";"";"";"szt.";;;;;;;1298,08;1101,50;864,17;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń rodzicielskich na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;1,09;0,94;0,75;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń rodzicielskich";"";"";"";"";"szt.";;;;;;;732,67;634,17;507,67;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń zasiłku rodzinnego na 1000 mieszkańców w wieku do 24 roku życia";"";"";"";"";"szt.";;;;;;;46,13;37,55;29,24;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń zasiłku rodzinnego";"";"";"";"";"szt.";;;;;;;6413,92;5154,42;3949,33;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczne wydatki na zasiłki rodzinne w przeliczeniu na 1 świadczeniobiorcę";"";"";"";"";"zł";;;;;;;114;114;115;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"wydatki na zasiłki rodzinne (średniomiesięczne)";"";"";"";"";"zł";;;;;;;730288,40;588047,53;454081,52;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"liczba osób, którym przyznano zasiłek rodzinny (średniomiesięczna)";"";"";"";"";"osoba";;;;;;;6413,92;5154,42;3949,33;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń opiekuńczych na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;13,36;13,52;14,09;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń opiekuńczych";"";"";"";"";"szt.";;;;;;;9000,25;9112,75;9488,00;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń zasiłku pielęgnacyjnego na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;11,17;11,20;11,28;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń pielęgnacyjnych na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;2,12;2,28;2,18;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba świadczeń specjalnego zasiłku pielęgnacyjnego na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;0,07;0,04;0,02;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba nowych świadczeń opiekuńczych na 1000 mieszkańców";"";"";"";"";"szt.";;;;;;;;;0,61;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"udział wydatków na świadczenia opiekuńcze w wydatkach gminy na świadczenia rodzinne";"";"";"";"";"%";;;;;;;71;77;85;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"Kwota wydatków finansowanych z dotacji celowej z budżetu państwa na trzy rodzaje świadczeń o charakterze opiekuńczym: zasiłku pielęgnacyjnego, specjalnego zasiłku opiekuńczego oraz świadczenia pielęgnacyjnego";"";"";"";"";"zł";;;;;;;55933690;64792157;87602949;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"kwota wydatków finansowanych z dotacji celowej z budżetu państwa na świadczenia rodzinne ogółem";"";"";"";"";"zł";;;;;;;78830858;83624424;102460335;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"odsetek rodzin pobierających specjalny zasiłek opiekuńczy wśród rodzin pobierających świadczenia rodzinne";"";"";"";"";"%";;;;;;;0,38;0,25;0,13;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba rodzin otrzymujących specjalny zasiłek opiekuńczy";"";"";"";"";"szt.";;;;;;;39,17;23,75;12,17;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczna liczba rodzin otrzymujących świadczenia rodzinne";"";"";"";"";"szt.";;;;;;;10305,58;9612,50;9077,25;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"udział świadczeń pielęgnacyjnych w świadczeniach opiekuńczych";"";"";"";"";"%";;;;;;;15,86;16,86;15,48;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"liczba średniomiesięcznie wypłaconych świadczeń pielęgnacyjnych";"";"";"";"";"szt.";;;;;;;1427,17;1536,75;1469,08;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"liczba średniomiesięcznie wypłaconych świadczeń opiekuńczych";"";"";"";"";"szt.";;;;;;;9000,25;9112,75;9488,00;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"średniomiesięczne wydatki na świadczenia opiekuńcze w przeliczeniu na 1 świadczeniobiorcę";"";"";"";"";"zł";;;;;;;518;593;769;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"kwota wydatków z dotacji celowej z budżetu państwa na trzy rodzaje świadczeń o charakterze opiekuńczym: zasiłku pielęgnacyjnego, specjalnego zasiłku opiekuńczego oraz świadczenia pielęgnacyjnego (średniomiesięczna)";"";"";"";"";"zł";;;;;;;4661140,83;5399346,42;7300245,75;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"ludność w wieku uprawniającym do zasiłku rodzinnego (wiek: 0-23 lat - stan na 30 czerwca)";"";"";"";"";"osoba";;;;;;;139051;137284;135082;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA NA RZECZ RODZINY";"Świadczenie dla rodzin z dziećmi i o charakterze opiekuńczym (Wymiary: Świadczenia)";"ludność w wieku produkcyjnym (stan na 30 czerwca)";"";"";"";"";"osoba";;;;;;;412798;410776;409784;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba rodzin pobierających świadczenie";"";"";"";"";"-";;31032;30719;;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba rodzin otrzymujących świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"";"";"";"";"-";;;;31926;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"liczba dzieci, na które rodziny otrzymują świadczenie";"";"";"";"";"-";;40032;39638;;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"";"";"";"";"-";;;;41077;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"";"";"";"";"-";;;;93971;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"wydatki na świadczenia";"";"";"";"";"zł";;250091380;247578317;428245987;630177674;642459897;0;723897077;1155044652;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba dzieci, na które wypłacono świadczenia";"";"";"";"";"-";;;;;104634;106670;0;117925;118201;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"mieszkania oddane do użytkowania na 1000 ludności";"";"";"";"";"-";13,3;13,9;14,8;17,8;16,3;16,4;13,4;12,1;9,0;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"mieszkania oddane do użytkowania na 10 tys. ludności";"";"";"";"";"-";133,0;138,5;147,7;177,7;163,0;163,7;134,1;121,4;89,7;;
