Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Wymiar 4;Wymiar 5;Jednostka miary;"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"liczba dzieci, na które rodziny otrzymują świadczenie";"";"";"";"";"-";;129364;126360;;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 stycznia 2019 do 30 czerwca 2019";"";"";"";"";"-";;;;131158;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba dzieci, na które rodziny otrzymują świadczenie wychowawcze w okresie od 1 lipca 2019 do 31 grudnia 2019";"";"";"";"";"-";;;;292124;;;;;;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"wydatki na świadczenia";"";"";"";"";"zł";;789820490;777561789;1366004134;1997689909;2000028366;0;2136554369;3393911325;;
"OCHRONA ZDROWIA, OPIEKA SPOŁECZNA I ŚWIADCZENIA NA RZECZ RODZINY";"ŚWIADCZENIA WYCHOWAWCZE";"Świadczenie wychowawcze (Wymiary: Świadczenie wychowawcze)";"przeciętna miesięczna liczba dzieci, na które wypłacono świadczenia";"";"";"";"";"-";;;;;332759;333790;0;349150;348194;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"mieszkania oddane do użytkowania na 1000 ludności";"";"";"";"";"-";11,5;11,6;13,2;12,1;12,6;10,0;8,3;8,6;8,0;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"mieszkania oddane do użytkowania na 10 tys. ludności";"";"";"";"";"-";115,0;115,6;132,4;121,1;126,5;99,6;83,0;86,4;79,9;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"mieszkania oddane do użytkowania na 1000 zawartych małżeństw";"";"";"";"";"-";2304;2265;2557;2347;3247;2176;1771;1926;1888;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"powierzchnia użytkowa mieszkań oddanych do użytkowania na 1000 ludności";"";"";"";"";"m2";681,9;729,2;790,1;723,1;749,9;645,0;521,8;533,6;497,9;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"przeciętna powierzchnia użytkowa 1 mieszkania oddanego do użytkowania";"";"";"";"";"m2";59,3;63,1;59,7;59,7;59,3;64,8;62,8;61,7;62,3;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"przeciętna liczba izb w 1 mieszkaniu oddanym do użytkowania";"";"";"";"";"-";2,7;2,7;2,7;2,7;2,6;2,8;2,8;2,8;2,8;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"nowe budynki mieszkalne na 1000 ludności";"";"";"";"";"-";0,7;0,7;0,7;0,7;0,7;0,9;0,7;0,7;0,7;0,7;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"udział mieszkań oddanych do użytkowania w nowych budynkach jednorodzinnych w łącznej liczbie mieszkań oddanych do użytkowania w nowych budynkach mieszkalnych";"";"";"";"";"%";0,1;0,1;0,0;0,1;0,1;0,1;0,1;0,1;0,1;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"udział mieszkań oddanych do użytkowania w nowych budynkach wielorodzinnych w łącznej liczbie mieszkań oddanych do użytkowania w nowych budynkach mieszkalnych";"";"";"";"";"%";0,9;0,9;1,0;0,9;0,9;0,9;0,9;0,9;0,9;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"przeciętny czas trwania budowy nowych budynków mieszkalnych jednorodzinnych";"";"";"";"";"mc";49,3;51,7;36,5;34,0;26,6;25,3;46,2;62,3;43,2;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"przeciętny czas trwania budowy nowych budynków mieszkalnych wielorodzinnych";"";"";"";"";"mc";22,0;24,9;22,1;23,5;23,6;23,0;24,9;24,2;24,8;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"średnia trzyletnia liczby mieszkań oddanych do użytkowania";"";"";"";"";"-";16130;17919;21293;21787;22857;21223;19179;16695;15477;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"średnia trzyletnia liczby mieszkań oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";9,2;10,2;12,0;12,2;12,3;11,4;10,3;9,0;8,3;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Budownictwo mieszkaniowe – wskaźniki (Wymiary: Wskaźniki)";"powierzchnia użytkowa mieszkań oddanych do użytkowania na 1 mieszkańca";"";"";"";"";"m2";;;;0,7;0,7;0,6;0,5;0,5;0,5;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,82;0,77;0,77;0,96;0,80;0,76;0,78;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków mieszkalnych oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,74;0,69;0,70;0,91;0,74;0,70;0,71;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków mieszkalnych jednorodzinnych oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,51;0,51;0,52;0,77;0,61;0,57;0,59;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków mieszkalnych wielorodzinnych oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,23;0,18;0,18;0,14;0,13;0,13;0,12;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków niemieszkalnych oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,08;0,08;0,07;0,05;0,06;0,06;0,06;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych hoteli i budynków zakwaterowania turystycznego oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,01;0,01;0,00;0,00;0,00;0,00;0,00;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków biurowych oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,02;0,02;0,02;0,01;0,01;0,01;0,01;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków handlowo-usługowych oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,02;0,02;0,02;0,02;0,02;0,02;0,02;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków transportu i łączności oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,01;0,01;0,00;0,01;0,01;0,01;0,00;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych budynków przemysłowych i magazynowych oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,01;0,01;0,01;0,00;0,01;0,01;0,01;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki na 1000 ludności (Wymiary: Wskaźniki)";"liczba nowych ogólnodostępnych obiektów kulturalnych, budynków o charakterze edukacyjnym, budynków szpitali i zakładów opieki medycznej oraz budynków kultury fizycznej oddanych do użytkowania na 1000 ludności";"";"";"";"";"-";;;0,01;0,01;0,01;0,01;0,01;0,01;0,01;;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki niemieszkalne objęte wydanymi decyzjami o pozwoleniu na użytkowanie lub przyjętymi zawiadomieniami o zakończeniu budowy (do których nie wniesiono sprzeciwu) (Wymiary: Wyszczególnienie)";"liczba nowych budynków na 100 km2 powierzchni";"";"";"";"";"-";34,6;34,0;27,5;26,9;25,3;18,8;20,1;22,1;23,0;19,3;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO - WSKAŹNIKI";"Nowe budynki niemieszkalne objęte wydanymi decyzjami o pozwoleniu na użytkowanie lub przyjętymi zawiadomieniami o zakończeniu budowy (do których nie wniesiono sprzeciwu) (Wymiary: Wyszczególnienie)";"powierzchnia nowych budynków na 100 km2 powierzchni";"";"";"";"";"m2";157866,2;96373,1;83643,7;106435,6;139550,7;124811,4;77773,9;48576,2;72175,0;62955,9;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"ogółem";"liczba budynków";"-";;333;257;282;319;483;208;462;249;266;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"ogółem";"kubatura";"m3";;1709444;1620311;1891108;1369308;1597228;896685;1723565;1145449;1555512;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"1";"liczba budynków";"-";;21;30;21;19;39;18;35;17;37;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"1";"kubatura";"m3";;18221;20433;14729;13588;25077;18443;29444;11828;29493;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"2";"liczba budynków";"-";;216;123;158;199;294;124;285;162;147;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"2";"kubatura";"m3";;173329;143568;146838;185481;288622;131783;266149;161235;135834;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"3";"liczba budynków";"-";;57;35;42;33;99;36;106;26;40;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"3";"kubatura";"m3";;97793;107506;97299;51384;215035;76620;190500;116435;59591;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"4";"liczba budynków";"-";;7;24;12;14;18;5;4;12;7;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"4";"kubatura";"m3";;114794;314920;105951;90505;113652;26579;54350;97663;97083;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"5";"liczba budynków";"-";;7;15;5;11;7;7;4;10;7;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"5";"kubatura";"m3";;150415;243095;105391;135521;193883;129002;55332;169504;123874;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"6";"liczba budynków";"-";;2;11;13;16;4;8;8;7;5;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"6";"kubatura";"m3";;37165;269000;291981;263598;79304;124918;240786;155108;159145;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"7";"liczba budynków";"-";;11;7;7;12;10;4;9;6;8;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"7";"kubatura";"m3";;334136;135935;173675;225133;301063;135965;353117;144664;288745;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"8 i więcej";"liczba budynków";"-";;12;12;24;15;12;6;11;9;15;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"ogółem";"8 i więcej";"kubatura";"m3";;783591;385854;955244;404098;380592;253375;533887;289012;661747;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"ogółem";"liczba budynków";"-";;282;167;209;247;417;165;413;197;219;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"ogółem";"kubatura";"m3";;238206;157024;192204;236122;392383;170481;436476;196509;209846;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"1";"liczba budynków";"-";;21;30;20;19;39;18;35;17;37;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"1";"kubatura";"m3";;18221;20433;14198;13588;25077;18443;29444;11828;29493;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"2";"liczba budynków";"-";;215;122;157;197;293;122;284;160;146;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"2";"kubatura";"m3";;170652;119944;146370;182773;283385;126386;264982;155232;132179;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"3";"liczba budynków";"-";;46;15;32;30;78;24;94;20;35;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"3";"kubatura";"m3";;49333;16647;31636;38397;76135;24041;142050;29449;47441;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"4";"liczba budynków";"-";;0;0;0;1;7;1;0;0;1;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"jednorodzinny";"4";"kubatura";"m3";;0;0;0;1364;7786;1611;0;0;733;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"ogółem";"liczba budynków";"-";;51;90;73;72;66;43;49;52;47;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"ogółem";"kubatura";"m3";;1471238;1463287;1698904;1133186;1204845;726204;1287089;948940;1345666;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"1";"liczba budynków";"-";;0;0;1;0;0;0;0;0;0;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"1";"kubatura";"m3";;0;0;531;0;0;0;0;0;0;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"2";"liczba budynków";"-";;1;1;1;2;1;2;1;2;1;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"2";"kubatura";"m3";;2677;23624;468;2708;5237;5397;1167;6003;3655;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"3";"liczba budynków";"-";;11;20;10;3;21;12;12;6;5;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"3";"kubatura";"m3";;48460;90859;65663;12987;138900;52579;48450;86986;12150;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"4";"liczba budynków";"-";;7;24;12;13;11;4;4;12;6;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"4";"kubatura";"m3";;114794;314920;105951;89141;105866;24968;54350;97663;96350;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"5";"liczba budynków";"-";;7;15;5;11;7;7;4;10;7;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"5";"kubatura";"m3";;150415;243095;105391;135521;193883;129002;55332;169504;123874;
"PRZEMYSŁ I BUDOWNICTWO";"BUDOWNICTWO MIESZKANIOWE";"Budynki mieszkalne nowe oddane do użytkowania - kondygnacje (dane kwartalne) (Wymiary: Okresy; Formy budownictwa; Rodzaje budynków; Liczba kondygnacji; Zakres przedmiotowy)";"1 kwartał";"ogółem";"wielorodzinny";"6";"liczba budynków";"-";;2;11;13;16;4;8;8;7;5;
